r1b1k2r/pp3ppp/2n2p2/q2P4/1b1P4/2N5/PP1Q1PPP/R3KBNR b KQkq - 2 9,-56
r1b1k2r/pp3ppp/2n2p2/q2P4/3P4/2b5/PP1Q1PPP/R3KBNR w KQkq - 0 10,55
r1b1k2r/pp3ppp/2n2p2/q2P4/3P4/2P5/P2Q1PPP/R3KBNR b KQkq - 0 10,-41
r1b1k2r/pp3ppp/2n2p2/3q4/3P4/2P5/P2Q1PPP/R3KBNR w KQkq - 0 11,43
r1b1k2r/pp3ppp/2n2p2/3q4/3P4/2P5/P2QNPPP/R3KB1R b KQkq - 1 11,-20
r1b2rk1/pp3ppp/2n2p2/3q4/3P4/2P5/P2QNPPP/R3KB1R w KQ - 2 12,23
r1b2rk1/pp3ppp/2n2p2/3q4/3P1N2/2P5/P2Q1PPP/R3KB1R b KQ - 3 12,-32
r1b2rk1/pp3ppp/2n2p2/q7/3P1N2/2P5/P2Q1PPP/R3KB1R w KQ - 4 13,0
r1b2rk1/pp3ppp/2n2p2/q7/3P1N2/2PB4/P2Q1PPP/R3K2R b KQ - 5 13,-31
r1b1r1k1/pp3ppp/2n2p2/q7/3P1N2/2PB4/P2Q1PPP/R3K2R w KQ - 6 14,-23
r1b1r1k1/pp3ppp/2n2p2/q7/3P4/2PB4/P2QNPPP/R3K2R b KQ - 7 14,-73
r3r1k1/pp3ppp/2n2p2/q7/3P2b1/2PB4/P2QNPPP/R3K2R w KQ - 8 15,-35
r3r1k1/pp3ppp/2n2p2/q7/3P2b1/2PB1P2/P2QN1PP/R3K2R b KQ - 0 15,-66
r3r1k1/pp3ppp/2n2p2/q4b2/3P4/2PB1P2/P2QN1PP/R3K2R w KQ - 1 16,-14
r3r1k1/pp3ppp/2n2p2/q4b2/3P4/2PB1P2/P2QN1PP/R4RK1 b - - 2 16,-56
3rr1k1/pp3ppp/2n2p2/q4b2/3P4/2PB1P2/P2QN1PP/R4RK1 w - - 3 17,0
3rr1k1/pp3ppp/2n2p2/q4B2/3P4/2P2P2/P2QN1PP/R4RK1 b - - 0 17,-60
3rr1k1/pp3ppp/2n2p2/5q2/3P4/2P2P2/P2QN1PP/R4RK1 w - - 0 18,-29
3rr1k1/pp3ppp/2n2p2/5q2/3P4/2P2PN1/P2Q2PP/R4RK1 b - - 1 18,-76
3rr1k1/pp3ppp/2n2p2/q7/3P4/2P2PN1/P2Q2PP/R4RK1 w - - 2 19,-18
3rr1k1/pp3ppp/2n2p2/q7/3P4/2P2PN1/P2Q2PP/R3R1K1 b - - 3 19,-82
3r2k1/pp3ppp/2n2p2/q7/3P4/2P2PN1/P2Q2PP/R3r1K1 w - - 0 20,-40
3r2k1/pp3ppp/2n2p2/q7/3P4/2P2PN1/P2Q2PP/4R1K1 b - - 0 20,-84
3r2k1/pp3pp1/2n2p2/q6p/3P4/2P2PN1/P2Q2PP/4R1K1 w - - 0 21,0
3r2k1/pp3pp1/2n2p2/q6p/3P4/2P2P2/P2Q2PP/4RNK1 b - - 1 21,-107
3r2k1/pp3p2/2n2pp1/q6p/3P4/2P2P2/P2Q2PP/4RNK1 w - - 0 22,-19
3r2k1/pp3p2/2n2pp1/q6p/3P4/2P2P2/P2Q2PP/1R3NK1 b - - 1 22,-52
3r2k1/p4p2/1pn2pp1/q6p/3P4/2P2P2/P2Q2PP/1R3NK1 w - - 0 23,-72
3r2k1/p4p2/1pn2pp1/q6p/3P4/2P2P2/P1Q3PP/1R3NK1 b - - 1 23,-119
3r2k1/p4p2/1pn2pp1/q6p/3P4/2P2P2/P1Q3PP/1R3NK1 b - - 1 23,-119
3r2k1/p4p2/1pn2pp1/q6p/3P4/2P2P2/P1Q3PP/1R3NK1 b - - 1 23,-119
3r2k1/p4p2/1pn2pp1/q6p/3P4/2P2P2/P1Q3PP/1R3NK1 b - - 1 23,-119
3r2k1/p4p2/1pn2pp1/q6p/3P4/2P2P2/P1Q3PP/1R3NK1 b - - 1 23,-119
3r2k1/p4p2/1pn2pp1/q6p/3P4/2P2P2/P1Q3PP/1R3NK1 b - - 1 23,-119
